ln1,lt1,ln2,lt2,POIID,Distance
-113.47631,53.60950,-113.485734,53.546167,POI2,7.0719576
-113.57850,53.41790,-113.485734,53.546167,POI2,15.532303
-113.46100,53.45010,-113.485734,53.546167,POI2,10.810109
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-113.41400,53.35450,-113.485734,53.546167,POI2,21.842192
-74.04100,45.38380,-73.566024,45.521629,POI3,40.106785
-73.53860,45.55510,-73.566024,45.521629,POI3,4.292491
-73.56434,45.51351,-73.566024,45.521629,POI3,0.9125625
-113.36140,53.65850,-113.485734,53.546167,POI2,14.948683
-73.59280,45.45670,-73.566024,45.521629,POI3,7.5177965
-113.25001,53.68725,-113.485734,53.546167,POI2,22.094212
-113.53240,53.52100,-113.485734,53.546167,POI2,4.1657968
-113.42385,53.59430,-113.485734,53.546167,POI2,6.7358594
-113.49200,53.55150,-113.485734,53.546167,POI2,0.7234268
-73.20390,45.58460,-73.566024,45.521629,POI3,29.061924
-113.90685,53.54335,-113.485734,53.546167,POI2,27.834194
-113.59428,53.54813,-113.485734,53.546167,POI2,7.176957
-113.88183,53.54628,-113.485734,53.546167,POI2,26.177908
-73.79379,45.57814,-73.566024,45.521629,POI3,18.821945
-113.55200,53.51780,-113.485734,53.546167,POI2,5.3989515
-113.57850,53.41790,-113.485734,53.546167,POI2,15.532303
-113.88183,53.54628,-113.485734,53.546167,POI2,26.177908
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-73.74280,45.36170,-73.566024,45.521629,POI3,22.511675
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.37850,53.46350,-113.485734,53.546167,POI2,11.61351
-73.75100,45.44310,-73.566024,45.521629,POI3,16.863998
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-113.41941,53.47674,-113.485734,53.546167,POI2,8.881442
-113.50000,53.55000,-113.485734,53.546167,POI2,1.0347149
-113.51200,53.54510,-113.485734,53.546167,POI2,1.7399933
-113.91254,53.55571,-113.485734,53.546167,POI2,28.22434
-113.41870,53.35010,-113.485734,53.546167,POI2,22.255985
-113.61400,53.64150,-113.485734,53.546167,POI2,13.569869
-113.57970,53.51810,-113.485734,53.546167,POI2,6.9525867
-113.52322,53.59331,-113.485734,53.546167,POI2,5.7989125
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-73.58000,45.52940,-73.566024,45.521629,POI3,1.390423
-113.65460,53.45930,-113.485734,53.546167,POI2,14.770478
-113.62512,53.43028,-113.485734,53.546167,POI2,15.850802
-113.41450,53.45930,-113.485734,53.546167,POI2,10.750233
-113.59500,53.51660,-113.485734,53.546167,POI2,7.937292
-113.37000,53.51050,-113.485734,53.546167,POI2,8.619352
-73.49220,45.45710,-73.566024,45.521629,POI3,9.200823
-113.42906,53.41657,-113.485734,53.546167,POI2,14.895169
-73.48500,45.44610,-73.566024,45.521629,POI3,10.512033
-113.42963,53.41676,-113.485734,53.546167,POI2,14.865246
-113.28300,53.53980,-113.485734,53.546167,POI2,13.418389
-73.62490,45.47840,-73.566024,45.521629,POI3,6.6474957
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-113.61600,53.52470,-113.485734,53.546167,POI2,8.936367
-113.53182,53.61377,-113.485734,53.546167,POI2,8.112006
-113.62300,53.51290,-113.485734,53.546167,POI2,9.800828
-113.58914,53.44074,-113.485734,53.546167,POI2,13.577003
-73.56200,45.50200,-73.566024,45.521629,POI3,2.2057447
-113.40993,53.44033,-113.485734,53.546167,POI2,12.796371
-113.59590,53.55770,-113.485734,53.546167,POI2,7.3920355
-113.33122,53.52245,-113.485734,53.546167,POI2,10.549835
-113.58010,53.45670,-113.485734,53.546167,POI2,11.747693
-113.62478,53.80048,-113.485734,53.546167,POI2,29.733904
-113.42500,53.53950,-113.485734,53.546167,POI2,4.0821466
-113.25221,53.56134,-113.485734,53.546167,POI2,15.52284
-113.28300,53.53980,-113.485734,53.546167,POI2,13.418389
-73.55920,45.50960,-73.566024,45.521629,POI3,1.4398198
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-73.56200,45.50200,-73.566024,45.521629,POI3,2.2057447
-113.40854,53.60156,-113.485734,53.546167,POI2,7.997253
-113.41998,53.56791,-113.485734,53.546167,POI2,4.9723463
-113.50800,53.46880,-113.485734,53.546167,POI2,8.730659
-113.54728,53.57741,-113.485734,53.546167,POI2,5.3487973
-73.19130,45.56500,-73.566024,45.521629,POI3,29.587656
-113.58200,53.53140,-113.485734,53.546167,POI2,6.571897
-113.59434,53.54807,-113.485734,53.546167,POI2,7.180726
-73.73114,45.57280,-73.566024,45.521629,POI3,14.065074
-113.64902,53.51074,-113.485734,53.546167,POI2,11.492744
-73.68475,45.50381,-73.566024,45.521629,POI3,9.463897
-113.41200,53.45790,-113.485734,53.546167,POI2,10.96303
-113.59419,53.54798,-113.485734,53.546167,POI2,7.170536
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.45300,53.50460,-113.485734,53.546167,POI2,5.1050477
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-113.88183,53.54628,-113.485734,53.546167,POI2,26.177908
-113.58520,53.51198,-113.485734,53.546167,POI2,7.5966024
-73.62713,45.43247,-73.566024,45.521629,POI3,11.002879
-73.46368,45.49550,-73.566024,45.521629,POI3,8.490636
-73.57980,45.49780,-73.566024,45.521629,POI3,2.859758
-73.75100,45.44310,-73.566024,45.521629,POI3,16.863998
-73.71010,45.50500,-73.566024,45.521629,POI3,11.381104
-73.62080,45.54050,-73.566024,45.521629,POI3,4.756309
-113.52215,53.54176,-113.485734,53.546167,POI2,2.4562676
-113.41400,53.35450,-113.485734,53.546167,POI2,21.842192
-113.44700,53.43080,-113.485734,53.546167,POI2,13.085786
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-113.53240,53.52100,-113.485734,53.546167,POI2,4.1657968
-73.61160,45.55140,-73.566024,45.521629,POI3,4.8553433
-73.49220,45.45710,-73.566024,45.521629,POI3,9.200823
-114.14011,53.55132,-113.485734,53.546167,POI2,43.248703
-113.41200,53.45790,-113.485734,53.546167,POI2,10.96303
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-113.49825,53.55848,-113.485734,53.546167,POI2,1.5999254
-113.64900,53.52300,-113.485734,53.546167,POI2,11.096543
-73.69350,45.57420,-73.566024,45.521629,POI3,11.523638
-114.14021,53.55132,-113.485734,53.546167,POI2,43.255314
-113.44510,53.44221,-113.485734,53.546167,POI2,11.871619
-113.57970,53.51810,-113.485734,53.546167,POI2,6.9525867
-73.68480,45.51780,-73.566024,45.521629,POI3,9.266565
-113.43573,53.42072,-113.485734,53.546167,POI2,14.3405905
-73.59217,45.59353,-73.566024,45.521629,POI3,8.252705
-113.44000,53.59550,-113.485734,53.546167,POI2,6.2638397
-73.66700,45.53350,-73.566024,45.521629,POI3,7.978458
-113.54629,53.59445,-113.485734,53.546167,POI2,6.6963615
-113.59500,53.42490,-113.485734,53.546167,POI2,15.304823
-113.63927,53.51866,-113.485734,53.546167,POI2,10.601579
-113.48047,53.54636,-113.485734,53.546167,POI2,0.34855852
-73.19130,45.56500,-73.566024,45.521629,POI3,29.587656
-113.57456,53.29488,-113.485734,53.546167,POI2,28.564032
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.52209,53.54180,-113.485734,53.546167,POI2,2.4514952
-73.68090,45.56100,-73.566024,45.521629,POI3,9.963394
-113.50000,53.55000,-113.485734,53.546167,POI2,1.0347149
-113.54100,53.61340,-113.485734,53.546167,POI2,8.321356
-113.52549,53.39729,-113.485734,53.546167,POI2,16.767439
-73.74390,45.60800,-73.566024,45.521629,POI3,16.857096
-73.67469,45.53392,-73.566024,45.521629,POI3,8.577293
-113.45900,53.52200,-113.485734,53.546167,POI2,3.2170444
-113.40200,53.44870,-113.485734,53.546167,POI2,12.174886
-113.88188,53.54626,-113.485734,53.546167,POI2,26.181217
-73.58370,45.49340,-73.566024,45.521629,POI3,3.4289281
-113.57970,53.51810,-113.485734,53.546167,POI2,6.9525867
-113.58200,53.53140,-113.485734,53.546167,POI2,6.571897
-63.26631,45.38038,-63.232729,45.22483,POI4,17.500128
-113.55400,53.56380,-113.485734,53.546167,POI2,4.918709
-113.52600,53.51660,-113.485734,53.546167,POI2,4.231144
-113.41870,53.35010,-113.485734,53.546167,POI2,22.255985
-113.53742,53.43980,-113.485734,53.546167,POI2,12.315631
-113.59423,53.54812,-113.485734,53.546167,POI2,7.173621
-113.62300,53.51290,-113.485734,53.546167,POI2,9.800828
-113.28300,53.53980,-113.485734,53.546167,POI2,13.418389
-113.88188,53.54626,-113.485734,53.546167,POI2,26.181217
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-74.04100,45.38380,-73.566024,45.521629,POI3,40.106785
-113.57694,53.48103,-113.485734,53.546167,POI2,9.4277725
-113.43865,53.44693,-113.485734,53.546167,POI2,11.469344
-73.57980,45.49780,-73.566024,45.521629,POI3,2.859758
-73.64170,45.55220,-73.566024,45.521629,POI3,6.8062763
-73.89174,45.54889,-73.566024,45.521629,POI3,25.558064
-113.48721,53.60754,-113.485734,53.546167,POI2,6.8272047
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-73.67660,45.43920,-73.566024,45.521629,POI3,12.586944
-73.69410,45.53780,-73.566024,45.521629,POI3,10.14059
-73.63410,45.54350,-73.566024,45.521629,POI3,5.835526
-113.30186,53.52150,-113.485734,53.546167,POI2,12.461562
-113.49900,53.48290,-113.485734,53.546167,POI2,7.091665
-113.41400,53.35450,-113.485734,53.546167,POI2,21.842192
-73.63410,45.54350,-73.566024,45.521629,POI3,5.835526
-73.75210,45.53060,-73.566024,45.521629,POI3,14.534421
-73.75100,45.44310,-73.566024,45.521629,POI3,16.863998
-113.51170,53.62310,-113.485734,53.546167,POI2,8.727317
-113.59419,53.54808,-113.485734,53.546167,POI2,7.170849
-73.68090,45.56100,-73.566024,45.521629,POI3,9.963394
-73.50450,45.53560,-73.566024,45.521629,POI3,5.039668
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-73.60310,45.52180,-73.566024,45.521629,POI3,2.8894675
-113.50035,53.49913,-113.485734,53.546167,POI2,5.3204417
-113.41780,53.41540,-113.485734,53.546167,POI2,15.224413
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.53240,53.52100,-113.485734,53.546167,POI2,4.1657968
-113.49200,53.55150,-113.485734,53.546167,POI2,0.7234268
-113.58010,53.45670,-113.485734,53.546167,POI2,11.747693
-113.47650,53.57610,-113.485734,53.546167,POI2,3.3848722
-73.85530,45.39860,-73.566024,45.521629,POI3,26.393215
-113.58200,53.53140,-113.485734,53.546167,POI2,6.571897
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.25120,53.52800,-113.485734,53.546167,POI2,15.634797
-73.78250,45.61680,-73.566024,45.521629,POI3,19.904512
-113.40904,53.43830,-113.485734,53.546167,POI2,13.027275
-113.42600,53.41430,-113.485734,53.546167,POI2,15.191137
-73.46220,45.48650,-73.566024,45.521629,POI3,8.987569
-73.56590,45.36680,-73.566024,45.521629,POI3,17.221607
-73.55390,45.49850,-73.566024,45.521629,POI3,2.7407217
-73.46130,45.51890,-73.566024,45.521629,POI3,8.167198
-113.57850,53.41790,-113.485734,53.546167,POI2,15.532303
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.41610,53.58422,-113.485734,53.546167,POI2,6.2510405
-73.62910,45.50660,-73.566024,45.521629,POI3,5.1927342
-73.68476,45.50376,-73.566024,45.521629,POI3,9.46583
-113.59431,53.54780,-113.485734,53.546167,POI2,7.177944
-113.48200,53.56060,-113.485734,53.546167,POI2,1.6242306
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-113.46000,53.47140,-113.485734,53.546167,POI2,8.48875
-73.68476,45.50376,-73.566024,45.521629,POI3,9.46583
-113.60100,53.51410,-113.485734,53.546167,POI2,8.4142065
-113.54775,53.41415,-113.485734,53.546167,POI2,15.247221
-113.41780,53.41541,-113.485734,53.546167,POI2,15.223351
-113.58010,53.45670,-113.485734,53.546167,POI2,11.747693
-113.61400,53.64150,-113.485734,53.546167,POI2,13.569869
-73.75210,45.53060,-73.566024,45.521629,POI3,14.534421
-73.54480,45.60890,-73.566024,45.521629,POI3,9.846832
-73.57980,45.49780,-73.566024,45.521629,POI3,2.859758
-113.41200,53.45790,-113.485734,53.546167,POI2,10.96303
-113.49500,53.54420,-113.485734,53.546167,POI2,0.65031314
-73.64720,45.53270,-73.566024,45.521629,POI3,6.4443393
-113.12455,53.51911,-113.485734,53.546167,POI2,24.067152
-73.61160,45.55140,-73.566024,45.521629,POI3,4.8553433
-113.53611,53.56766,-113.485734,53.546167,POI2,4.0980725
-73.55580,45.50470,-73.566024,45.521629,POI3,2.0446935
-73.58230,45.45290,-73.566024,45.521629,POI3,7.7493567
-73.61210,45.55150,-73.566024,45.521629,POI3,4.8914514
-113.37850,53.46350,-113.485734,53.546167,POI2,11.61351
-113.55009,53.62989,-113.485734,53.546167,POI2,10.236074
-113.31782,53.53580,-113.485734,53.546167,POI2,11.158529
-113.43300,53.43790,-113.485734,53.546167,POI2,12.537938
-113.49073,53.58661,-113.485734,53.546167,POI2,4.510558
-113.46529,53.57322,-113.485734,53.546167,POI2,3.2983494
-113.89500,53.55330,-113.485734,53.546167,POI2,27.057697
-73.82049,45.57970,-73.566024,45.521629,POI3,20.846731
-113.41613,53.58422,-113.485734,53.546167,POI2,6.2495823
-113.83134,53.40200,-113.485734,53.546167,POI2,27.939812
-113.64045,53.51570,-113.485734,53.546167,POI2,10.775605
-73.81650,45.51120,-73.566024,45.521629,POI3,19.556347
-113.53240,53.52100,-113.485734,53.546167,POI2,4.1657968
-113.50000,53.55000,-113.485734,53.546167,POI2,1.0347149
-113.40575,53.43941,-113.485734,53.546167,POI2,13.00073
-113.44523,53.44218,-113.485734,53.546167,POI2,11.872926
-113.42489,53.45140,-113.485734,53.546167,POI2,11.2834835
-113.39005,53.59161,-113.485734,53.546167,POI2,8.092963
-113.37899,53.47481,-113.485734,53.546167,POI2,10.62305
-113.41870,53.35010,-113.485734,53.546167,POI2,22.255985
-73.63740,45.48200,-73.566024,45.521629,POI3,7.0987873
-113.33155,53.52279,-113.485734,53.546167,POI2,10.519262
-113.88183,53.54628,-113.485734,53.546167,POI2,26.177908
-113.62300,53.51290,-113.485734,53.546167,POI2,9.800828
-113.40200,53.44870,-113.485734,53.546167,POI2,12.174886
-113.41450,53.45930,-113.485734,53.546167,POI2,10.750233
-113.48717,53.60750,-113.485734,53.546167,POI2,6.8227186
-113.57970,53.51810,-113.485734,53.546167,POI2,6.9525867
-113.43939,53.43276,-113.485734,53.546167,POI2,12.981733
-113.50000,53.55000,-113.485734,53.546167,POI2,1.0347149
-73.55361,45.60360,-73.566024,45.521629,POI3,9.16873
-113.58914,53.44074,-113.485734,53.546167,POI2,13.577003
-113.44600,53.42240,-113.485734,53.546167,POI2,14.015525
-113.49200,53.55150,-113.485734,53.546167,POI2,0.7234268
-113.54723,53.57741,-113.485734,53.546167,POI2,5.3462863
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-73.70540,45.44470,-73.566024,45.521629,POI3,13.833295
-113.43010,53.42661,-113.485734,53.546167,POI2,13.798635
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-113.41100,53.62320,-113.485734,53.546167,POI2,9.887765
-113.49160,53.55140,-113.485734,53.546167,POI2,0.699343
-73.66700,45.53350,-73.566024,45.521629,POI3,7.978458
-73.86880,45.55010,-73.566024,45.521629,POI3,23.801588
-73.69410,45.53780,-73.566024,45.521629,POI3,10.14059
-113.25629,53.56128,-113.485734,53.546167,POI2,15.254141
-73.67660,45.43920,-73.566024,45.521629,POI3,12.586944
-113.57970,53.51810,-113.485734,53.546167,POI2,6.9525867
-113.53370,53.61240,-113.485734,53.546167,POI2,8.0192
-73.46130,45.51890,-73.566024,45.521629,POI3,8.167198
-113.49900,53.48290,-113.485734,53.546167,POI2,7.091665
-63.28700,45.36570,-63.232729,45.22483,POI4,16.234163
-113.40174,53.54927,-113.485734,53.546167,POI2,5.561677
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-113.44000,53.59550,-113.485734,53.546167,POI2,6.2638397
-113.41450,53.45930,-113.485734,53.546167,POI2,10.750233
-73.61650,45.44050,-73.566024,45.521629,POI3,9.845214
-113.58200,53.53140,-113.485734,53.546167,POI2,6.571897
-113.63910,53.51865,-113.485734,53.546167,POI2,10.591142
-113.64100,53.50660,-113.485734,53.546167,POI2,11.169887
-113.45300,53.50460,-113.485734,53.546167,POI2,5.1050477
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.41450,53.45930,-113.485734,53.546167,POI2,10.750233
-113.54900,53.57060,-113.485734,53.546167,POI2,4.9858317
-113.41450,53.45930,-113.485734,53.546167,POI2,10.750233
-113.41200,53.45790,-113.485734,53.546167,POI2,10.96303
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.41400,53.35450,-113.485734,53.546167,POI2,21.842192
-113.53200,53.55160,-113.485734,53.546167,POI2,3.1166706
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.25120,53.52800,-113.485734,53.546167,POI2,15.634797
-113.28300,53.53980,-113.485734,53.546167,POI2,13.418389
-113.51763,53.46094,-113.485734,53.546167,POI2,9.711795
-73.56200,45.50200,-73.566024,45.521629,POI3,2.2057447
-113.62300,53.51290,-113.485734,53.546167,POI2,9.800828
-73.91350,45.56560,-73.566024,45.521629,POI3,27.507215
-73.48330,45.65000,-73.566024,45.521629,POI3,15.663584
-113.41400,53.35450,-113.485734,53.546167,POI2,21.842192
-113.54723,53.57741,-113.485734,53.546167,POI2,5.3462863
-73.81130,45.45730,-73.566024,45.521629,POI3,20.420425
-113.51030,53.53660,-113.485734,53.546167,POI2,1.9413779
-113.41780,53.41540,-113.485734,53.546167,POI2,15.224413
-73.62910,45.50660,-73.566024,45.521629,POI3,5.1927342
-113.44100,53.62400,-113.485734,53.546167,POI2,9.147369
-73.55319,45.49577,-73.566024,45.521629,POI3,3.045304
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.54100,53.61340,-113.485734,53.546167,POI2,8.321356
-73.54360,45.35600,-73.566024,45.521629,POI3,18.505827
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-73.52226,45.59568,-73.566024,45.521629,POI3,8.914029
-113.33213,53.52284,-113.485734,53.546167,POI2,10.48073
-73.50360,45.76430,-73.566024,45.521629,POI3,27.425283
-113.53055,53.41976,-113.485734,53.546167,POI2,14.369726
-73.56410,45.58840,-73.566024,45.521629,POI3,7.4284387
-73.57474,45.49458,-73.566024,45.521629,POI3,3.0844157
-113.41570,53.44160,-113.485734,53.546167,POI2,12.520215
-73.27690,45.88460,-73.566024,45.521629,POI3,46.199623
-113.48760,53.52158,-113.485734,53.546167,POI2,2.7375886
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-73.84140,45.63780,-73.566024,45.521629,POI3,25.0315
-113.49200,53.55150,-113.485734,53.546167,POI2,0.7234268
-113.42472,53.54919,-113.485734,53.546167,POI2,4.0462646
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-113.40827,53.34991,-113.485734,53.546167,POI2,22.424643
-73.92010,45.45560,-73.566024,45.521629,POI3,28.57016
-73.55560,45.53080,-73.566024,45.521629,POI3,1.3039972
-73.74280,45.36170,-73.566024,45.521629,POI3,22.511675
-73.66776,45.45675,-73.566024,45.521629,POI3,10.724323
-113.52000,53.43120,-113.485734,53.546167,POI2,12.987275
-73.82049,45.57970,-73.566024,45.521629,POI3,20.846731
-113.41200,53.45790,-113.485734,53.546167,POI2,10.96303
-73.57980,45.49780,-73.566024,45.521629,POI3,2.859758
-73.46220,45.48650,-73.566024,45.521629,POI3,8.987569
-73.61160,45.55140,-73.566024,45.521629,POI3,4.8553433
-113.61400,53.64150,-113.485734,53.546167,POI2,13.569869
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.49570,53.54361,-113.485734,53.546167,POI2,0.7174547
-113.55200,53.26680,-113.485734,53.546167,POI2,31.383064
-113.44000,53.59550,-113.485734,53.546167,POI2,6.2638397
-113.39000,53.55650,-113.485734,53.546167,POI2,6.429841
-73.60470,45.53300,-73.566024,45.521629,POI3,3.2684355
-113.29477,53.53329,-113.485734,53.546167,POI2,12.703724
-73.54920,45.36680,-73.566024,45.521629,POI3,17.271578
-73.63740,45.48200,-73.566024,45.521629,POI3,7.0987873
-113.48692,53.60753,-113.485734,53.546167,POI2,6.8258457
-113.50060,53.49909,-113.485734,53.546167,POI2,5.327842
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.66238,53.48419,-113.485734,53.546167,POI2,13.5652895
-113.63220,53.65239,-113.485734,53.546167,POI2,15.266433
-113.41780,53.41540,-113.485734,53.546167,POI2,15.224413
-113.58010,53.45670,-113.485734,53.546167,POI2,11.747693
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-73.61362,45.53153,-73.566024,45.521629,POI3,3.8689766
-113.62700,53.53840,-113.485734,53.546167,POI2,9.377004
-113.58110,53.51920,-113.485734,53.546167,POI2,6.981905
-73.63410,45.54350,-73.566024,45.521629,POI3,5.835526
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-73.70970,45.53120,-73.566024,45.521629,POI3,11.246513
-113.47450,53.50737,-113.485734,53.546167,POI2,4.3788447
-73.68478,45.50372,-73.566024,45.521629,POI3,9.468292
-113.58790,53.51740,-113.485734,53.546167,POI2,7.474013
-113.41599,53.58424,-113.485734,53.546167,POI2,6.2578945
-73.66700,45.53350,-73.566024,45.521629,POI3,7.978458
-113.88183,53.54628,-113.485734,53.546167,POI2,26.177908
-113.49500,53.54420,-113.485734,53.546167,POI2,0.65031314
-113.59413,53.54796,-113.485734,53.546167,POI2,7.1665115
-113.43060,53.54038,-113.485734,53.546167,POI2,3.7004673
-113.28700,53.52630,-113.485734,53.546167,POI2,13.321958
-113.43202,53.41572,-113.485734,53.546167,POI2,14.938857
-73.66700,45.53350,-73.566024,45.521629,POI3,7.978458
-73.59320,45.52380,-73.566024,45.521629,POI3,2.1315634
-73.57970,45.54930,-73.566024,45.521629,POI3,3.257065
-113.58873,53.46474,-113.485734,53.546167,POI2,11.333828
-113.51700,53.41040,-113.485734,53.546167,POI2,15.242508
-73.62910,45.50660,-73.566024,45.521629,POI3,5.1927342
-73.68345,45.54019,-73.566024,45.521629,POI3,9.379768
-113.44700,53.56040,-113.485734,53.546167,POI2,3.0095425
-113.62300,53.51290,-113.485734,53.546167,POI2,9.800828
-73.60550,45.46890,-73.566024,45.521629,POI3,6.6235986
-113.54300,53.63964,-113.485734,53.546167,POI2,11.062987
-73.59600,45.45211,-73.566024,45.521629,POI3,8.078178
-113.58200,53.53140,-113.485734,53.546167,POI2,6.571897
-113.44650,53.58879,-113.485734,53.546167,POI2,5.403086
-73.58370,45.49340,-73.566024,45.521629,POI3,3.4289281
-113.44379,53.42165,-113.485734,53.546167,POI2,14.125497
-113.39000,53.55650,-113.485734,53.546167,POI2,6.429841
-73.75420,45.64090,-73.566024,45.521629,POI3,19.763708
-113.55767,53.59040,-113.485734,53.546167,POI2,6.8400245
-113.39124,53.47823,-113.485734,53.546167,POI2,9.806449
-113.49200,53.59255,-113.485734,53.546167,POI2,5.175749
-73.80710,45.57770,-73.566024,45.521629,POI3,19.786793
-73.56730,45.49810,-73.566024,45.521629,POI3,2.6190162
-113.57970,53.51810,-113.485734,53.546167,POI2,6.9525867
-113.49200,53.55150,-113.485734,53.546167,POI2,0.7234268
-113.59419,53.54808,-113.485734,53.546167,POI2,7.170849
-113.45959,53.60846,-113.485734,53.546167,POI2,7.1407223
-113.44517,53.44234,-113.485734,53.546167,POI2,11.856485
-113.62095,53.54253,-113.485734,53.546167,POI2,8.945956
-72.95635,45.63921,-73.566024,45.521629,POI3,49.23226
-114.14014,53.55131,-113.485734,53.546167,POI2,43.25068
-113.40559,53.35874,-113.485734,53.546167,POI2,21.512705
-113.45300,53.50460,-113.485734,53.546167,POI2,5.1050477
-73.68476,45.50376,-73.566024,45.521629,POI3,9.46583
-113.46599,53.57488,-113.485734,53.546167,POI2,3.4498618
-113.49200,53.55150,-113.485734,53.546167,POI2,0.7234268
-113.25002,53.68724,-113.485734,53.546167,POI2,22.092958
-113.47631,53.60950,-113.485734,53.546167,POI2,7.0719576
-73.70694,45.51306,-73.566024,45.521629,POI3,11.023991
-73.68478,45.50372,-73.566024,45.521629,POI3,9.468292
-113.39653,53.47359,-113.485734,53.546167,POI2,9.999266
-113.47175,53.42688,-113.485734,53.546167,POI2,13.300512
-113.53741,53.43980,-113.485734,53.546167,POI2,12.315448
-113.91870,53.53340,-113.485734,53.546167,POI2,28.654192
-113.50000,53.55000,-113.485734,53.546167,POI2,1.0347149
-73.19130,45.56500,-73.566024,45.521629,POI3,29.587656
-113.89500,53.55330,-113.485734,53.546167,POI2,27.057697
-73.57980,45.49780,-73.566024,45.521629,POI3,2.859758
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-73.62510,45.60960,-73.566024,45.521629,POI3,10.81245
-113.58010,53.45670,-113.485734,53.546167,POI2,11.747693
-113.54728,53.57741,-113.485734,53.546167,POI2,5.3487973
-73.56200,45.50200,-73.566024,45.521629,POI3,2.2057447
-113.24999,53.68723,-113.485734,53.546167,POI2,22.093563
-113.57850,53.41790,-113.485734,53.546167,POI2,15.532303
-113.43848,53.36368,-113.485734,53.546167,POI2,20.537867
-113.58200,53.53140,-113.485734,53.546167,POI2,6.571897
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-73.68475,45.50381,-73.566024,45.521629,POI3,9.463897
-73.62910,45.50660,-73.566024,45.521629,POI3,5.1927342
-113.44523,53.44218,-113.485734,53.546167,POI2,11.872926
-113.62836,53.47613,-113.485734,53.546167,POI2,12.234644
-113.41400,53.35450,-113.485734,53.546167,POI2,21.842192
-113.45400,53.59890,-113.485734,53.546167,POI2,6.2287292
-113.48698,53.60754,-113.485734,53.546167,POI2,6.8270044
-113.50060,53.49909,-113.485734,53.546167,POI2,5.327842
-73.64580,45.43020,-73.566024,45.521629,POI3,11.922107
-113.44100,53.58700,-113.485734,53.546167,POI2,5.418547
-113.50000,53.55000,-113.485734,53.546167,POI2,1.0347149
-73.78250,45.61680,-73.566024,45.521629,POI3,19.904512
-113.52100,53.45640,-113.485734,53.546167,POI2,10.253751
-113.44510,53.44221,-113.485734,53.546167,POI2,11.871619
-113.49200,53.55150,-113.485734,53.546167,POI2,0.7234268
-113.48300,53.47390,-113.485734,53.546167,POI2,8.04028
-113.65790,53.51850,-113.485734,53.546167,POI2,11.790842
-73.69410,45.53780,-73.566024,45.521629,POI3,10.14059
-113.44524,53.44220,-113.485734,53.546167,POI2,11.870608
-73.66700,45.53350,-73.566024,45.521629,POI3,7.978458
-113.50510,53.57050,-113.485734,53.546167,POI2,2.993767
-113.45967,53.60844,-113.485734,53.546167,POI2,7.137288
